Domaine;Titre;Sous_Titre;Référence_Reglementaire;ID_Article;Exigence;Documents_Justificatif;Lien_1;Lien_2;Lien_3;Lien_4;Derniere_verification_JO
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 50";3;Les zones où les matériaux inflammables du groupe 1 sont manipulés ou utilisés sont exempts de sources de flammes, d appareils ou de piéces susceptibles d être chauffées.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 50";4;Le tabagisme est interdit dans les zones où les matériaux inflammables du groupe 1 sont manipulés ou utilisés, et les travailleurs sont informés de cette restriction.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 51";5;Dans les bâtiments ou les locaux où les manipulations inflammables du groupe 1 sont manipulées ou utilisées, les travailleurs ne laissent pas de liquides inflammables en quantités dépassant leur utilisation quotidienne.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 51";6;Les liquides inflammables ne sont placés que dans des récipients à l épreuve des fuites, et s ils sont en verre, ils sont résistants aux chocs.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 53";7;Dans les zones où les matériaux inflammables du groupe 2 sont gérés, produits, traités ou stockés, le câblage électrique et l équipement sont équipés de dispositifs pour empêcher le contact et la surchauffe de ces matériaux.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 53";8;Les dispositifs dont le fonctionnement provoque des étincelles ou des incandescence ne sont pas utilisés dans des zones où les matériaux inflammables du groupe 2 sont manipulés, produits, traités ou stockés.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 60";9;La liste des exercices et des exercices d incendie ainsi que les observations sur les exercices de lutte contre les incendies et l utilisation d équipements de premiers soins sont indiqués dans la Commission d hygiéne et de sécurité des délibérations.;* Commission d hygiéne et de sécurité Registre des délibérations;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 50";10;Les dispositifs dont le fonctionnement provoque des étincelles ou des incandescence ne sont pas utilisés dans les zones où les matériaux inflammables du groupe 1 sont manipulés.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret n ° 76-35 daté du 20 février 1976 fixant les régles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 7";11;Si l installation exploite un immeuble de grande hauteur, il est conforme aux exigences de prévention des incendies énumérées en vertu de l article 7 du décret n ° 76-35 du 20 février 1976, fixant les régles de sécurité contre les incendies et la panique dans les grands bâtiments.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret n ° 76-35 daté du 20 février 1976 fixant les régles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 7 (4)";12;Si l installation exploite un immeuble de grande hauteur, il garantit qu un systéme d alarme incendie approprié et un équipement de lutte contre les incendies sont mis à disposition en cas d incendie.;nan;0;0;0;0;17/07/2026
Situation d urgence;Prévention des incendies;0;"Décret n ° 76-35 daté du 20 février 1976 fixant les régles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 23";13;Si l installation exploite un immeuble de grande hauteur, il garantit que le bâtiment est enregistré auprés du Département de la Défense civile avant l occupation du bâtiment.;* Records de l enregistrement du bâtiment auprés du Département de la Défense civile;0;0;0;0;18/07/2026
Situation d urgence;Prévention des incendies;0;"Décret n ° 76-35 daté du 20 février 1976 fixant les régles de sécurité contre les incendies et la panique dans les immeubles de grande hauteur; Art. 7 (1)";14;Si l installation exploite un immeuble de grande hauteur, il garantit que les bâtiments sont divisés d une maniére qui empêche la propagation du feu et doit être faite de matériaux non inflammables.;nan;0;0;0;0;18/07/2026
Situation d urgence;Prévention des incendies;0;"Loi n ° 19-02 pour les régles générales pour la prévention des risques d incendie et de panique; Article 4; Article 5";15;Si l entreprise posséde, exploite ou a l intention de construire des bâtiments ou des tours élevés accessibles par le public, il effectue une surveillance périodique sur l équipement de détection d incendie, l équipement de contrôle de la fumée et la ventilation.;nan;0;0;0;0;18/07/2026
Situation d urgence;Prévention des incendies;0;"Loi n ° 19-02 pour les régles générales pour la prévention des risques d incendie et de panique; Article 9";16;Si l entreprise posséde, exploite ou a l intention de construire des bâtiments ou des tours élevés accessibles par le public, il installe des équipements résistants au feu et des éléments de construction spécifiques qui sont classés en fonction de la façon dont ils réagissent au feu;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 52";17;Dans les zones où les matériaux inflammables du premier ou du deuxiéme groupe sont manipulés ou utilisés, les postes de travail sont placés à une distance minimale de 10 métres de toute sortie.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 54";18;Il y a des sorties suffisantes des locaux et des bâtiments situés de maniére à assurer une évacuation rapide des travailleurs en cas d incendie.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 55";19;Les sorties des locaux et des bâtiments sont marquées de signaux visibles le jour et la nuit.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 55";20;Les sorties qui ne sont généralement pas utilisées comme passages sont marquées par le panneau «sortie d urgence» écrite en caractéres visibles et clairs.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 55";21;L installation garantit que les sorties d urgence sont équipées de lampes d urgence utilisées en cas d interruption accidentelle de l éclairage normal.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 56";22;Les postes de travail situés à différents niveaux ou sous-sol sont équipés d escaliers, quelle que soit l existence de remontées mécaniques ou d équipement similaire.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 56";23;Les bâtiments avec plusieurs niveaux sont équipés d au moins 2 escaliers.;nan;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 59";24;Partout où des matériaux inflammables sont utilisés, il y a des instructions écrites, approuvées par la défense civile, indiquant les personnes chargées de l évacuation des employés.;* Instructions écrites indiquant les personnes chargées de l évacuation des employés;0;0;0;0;18/07/2026
Situation d urgence;Évacuation;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 54";25;La largeur des voies menant aux sorties de l installation ne doit pas être inférieure à 80 cm.;nan;0;0;0;0;18/07/2026
Situation d urgence;Lutte contre les incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 57";26;Il existe un nombre adéquat d extincteurs de différents types et capacités appropriés.;nan;0;0;0;0;18/07/2026
Situation d urgence;Lutte contre les incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 57";27;Les extincteurs sont facilement accessibles et adéquatement situés et distribués sur les postes de travail.;nan;0;0;0;0;18/07/2026
Situation d urgence;Lutte contre les incendies;0;"Décret exécutif 91-05 du 19 janvier 1991 sur les prescriptions générales de protection par rapport à l hygiéne et à la sécurité dans les lieux de travail; Art. 59";28;Partout où les matériaux inflammables sont utilisés des instructions spéciales sont données aux personnes chargées d assurer la sécurité et le contrôle.;* Instructions spéciales pour les personnes formées à la lutte contre l incendie;0;0;0;0;18/07/2026
